partner,course,skills,rating,reviewcount,level,certificatetype,duration,crediteligibility,skills_cleaned,cluster
Macquarie University,Excel Fundamentals for Data Analysis,"{"" Business Analysis"","" Spreadsheet Software"","" Data Analysis"","" Leadership and Management"","" Microsoft Excel""}",4.8,3.5k,Intermediate , Course , 1 - 3 Months,False,"{"" business analysis"","" spreadsheet software"","" data analysis"","" leadership and management"","" microsoft excel""}",Cyber Security
University of Illinois at Urbana-Champaign,Formal Financial Accounting,"{"" Accounting"","" Accounts Payable and Receivable"","" Finance"","" Financial Accounting"","" General Accounting"","" Generally Accepted Accounting Principles (GAAP)"","" Payments"","" Cost Accounting"","" Financial Analysis""}",4.8,357,Beginner , Course , 1 - 3 Months,False,"{"" accounting"","" accounts payable and receivable"","" finance"","" financial accounting"","" general accounting"","" generally accepted accounting principles (gaap)"","" payments"","" cost accounting"","" financial analysis""}",App Development
University of Virginia,Cost and Economics in Pricing Strategy,"{"" Entrepreneurship"","" Leadership and Management"","" Marketing"","" Sales"","" Strategy"","" Strategy and Operations"","" Business Analysis"","" Design and Product"","" Product Management"","" Product Strategy""}",4.8,649,Beginner , Course , 1 - 4 Weeks,False,"{"" entrepreneurship"","" leadership and management"","" marketing"","" sales"","" strategy"","" strategy and operations"","" business analysis"","" design and product"","" product management"","" product strategy""}",App Development
"University of California, Irvine",Essentials of Management and Strategic Planning,"{"" Entrepreneurship"","" Leadership and Management"","" Strategy and Operations"","" Marketing"","" People Management"","" Planning"","" Sales"","" Strategy"","" Supply Chain and Logistics""}",4.6,92,Beginner , Course , 1 - 4 Weeks,False,"{"" entrepreneurship"","" leadership and management"","" strategy and operations"","" marketing"","" people management"","" planning"","" sales"","" strategy"","" supply chain and logistics""}",App Development
University of Pennsylvania,English for Journalism,"{"" Journalism""}",4.8,2.7k,Mixed , Course , 1 - 3 Months,False,"{"" journalism""}",Web Development
University System of Georgia,Professional Selling: 3 Steps to High-Performance,"{""(17 reviews)""}",4.7,17,Beginner , Specialization , 3 - 6 Months,False,"{""(17 reviews)""}",Cloud Computing
University of London,Global Energy and Climate Policy,"{""(610 reviews)""}",4.7,610,Beginner , Course , 1 - 3 Months,False,"{""(610 reviews)""}",Cloud Computing
Universidade de São Paulo,Marketing Digital,"{"" Digital Marketing"","" Marketing"","" Customer Analysis"","" Market Analysis"","" Social Media"","" E-Commerce"","" Strategy"","" Marketing Design"","" Media Strategy & Planning"","" Product Marketing"","" Search Engine Optimization""}",4.8,2.1k,Beginner , Course , 1 - 3 Months,False,"{"" digital marketing"","" marketing"","" customer analysis"","" market analysis"","" social media"","" e-commerce"","" strategy"","" marketing design"","" media strategy & planning"","" product marketing"","" search engine optimization""}",App Development
"University of Maryland, College Park",Fundamentals of Technology Sales,"{"" Communication"","" Problem Solving"","" Sales"","" Business Communication"","" Decision Making"","" Sales Systems"","" Negotiation""}",4.6,69,Beginner , Course , 1 - 3 Months,False,"{"" communication"","" problem solving"","" sales"","" business communication"","" decision making"","" sales systems"","" negotiation""}",App Development
University of Toronto,Aboriginal Worldviews and Education,"{"" Critical Thinking""}",4.7,432,Beginner , Course , 1 - 3 Months,False,"{"" critical thinking""}",Web Development
HEC Paris,Entrepreneurship Strategy: From Ideation to Exit,"{"" Entrepreneurship"","" Leadership and Management"","" Strategy and Operations"","" Business Development"","" Strategy"","" Decision Making"","" Entrepreneurial Finance"","" Marketing"","" Organizational Development"","" People Development"","" Sales""}",4.8,875,Beginner , Course , 1 - 4 Weeks,False,"{"" entrepreneurship"","" leadership and management"","" strategy and operations"","" business development"","" strategy"","" decision making"","" entrepreneurial finance"","" marketing"","" organizational development"","" people development"","" sales""}",App Development
École des Ponts ParisTech,The hidden value – Lean in manufacturing and services,"{"" Strategy and Operations"","" Operations Management"","" Entrepreneurship"","" Performance Management"","" Business Process Management"","" Business Analysis"","" Business Psychology"","" Leadership and Management"","" Organizational Development""}",4.8,773,Beginner , Course , 1 - 4 Weeks,False,"{"" strategy and operations"","" operations management"","" entrepreneurship"","" performance management"","" business process management"","" business analysis"","" business psychology"","" leadership and management"","" organizational development""}",App Development
Coursera Project Network,Spreadsheets for Beginners using Google Sheets,"{"" Data Analysis"","" Microsoft Excel""}",4.7,2.1k,Beginner , Guided Project , Less Than 2 Hours,False,"{"" data analysis"","" microsoft excel""}",Cyber Security
DeepLearning.AI,AI and Climate Change,"{"" Computer Vision""}",4.8,46,Beginner , Course , 1 - 4 Weeks,False,"{"" computer vision""}",Web Development
Google,Google Project Management:,"{""""}",,,,,,False,"{""""}",Web Development
Universidad Nacional Autónoma de México,Finanzas personales,"{"" Behavioral Economics"","" Benefits"","" Finance"","" Negotiation"","" Planning"","" Account Management"","" Emotional Intelligence"","" Investment Management"","" Strategy"","" Strategy and Operations""}",4.8,8.1k,Mixed , Course , 1 - 3 Months,False,"{"" behavioral economics"","" benefits"","" finance"","" negotiation"","" planning"","" account management"","" emotional intelligence"","" investment management"","" strategy"","" strategy and operations""}",App Development
Stanford University,Social and Economic Networks:  Models and Analysis,"{"" Network Analysis"","" Probability Distribution"","" Network Architecture"","" Mathematical Theory & Analysis"","" Statistical Analysis""}",4.8,714,Advanced , Course , 1 - 3 Months,False,"{"" network analysis"","" probability distribution"","" network architecture"","" mathematical theory & analysis"","" statistical analysis""}",Machine Learning
University of London,Business and Marketing Strategies,"{"" Leadership and Management"","" Strategy"","" Strategy and Operations"","" Market Analysis"","" Marketing"","" Marketing Management"","" Market Research"","" Operations Management""}",4.4,130,Beginner , Specialization , 3 - 6 Months,False,"{"" leadership and management"","" strategy"","" strategy and operations"","" market analysis"","" marketing"","" marketing management"","" market research"","" operations management""}",App Development
"University of Maryland, College Park",Interviewing and Resume Writing in English,"{"" Communication"","" Human Resources"","" Strategy"","" Writing"","" Business Communication"","" Leadership and Management"","" Marketing"","" Recruitment"","" Critical Thinking"","" Professional Development"","" Decision Making""}",4.6,710,Intermediate , Specialization , 3 - 6 Months,False,"{"" communication"","" human resources"","" strategy"","" writing"","" business communication"","" leadership and management"","" marketing"","" recruitment"","" critical thinking"","" professional development"","" decision making""}",App Development
Fundação Instituto de Administração,Strategic Sales Management,"{"" Sales"","" Marketing"","" Strategy"","" Leadership and Management"","" Strategy and Operations"","" Customer Relationship Management"","" B2B Sales"","" Decision Making"","" Customer Analysis"","" Entrepreneurship"","" Market Analysis"","" Business Analysis"","" Business Intelligence""}",4.5,427,Intermediate , Specialization , 3 - 6 Months,False,"{"" sales"","" marketing"","" strategy"","" leadership and management"","" strategy and operations"","" customer relationship management"","" b2b sales"","" decision making"","" customer analysis"","" entrepreneurship"","" market analysis"","" business analysis"","" business intelligence""}",App Development
The University of Melbourne,Essentials of Corporate Finance,"{"" Finance"","" Investment Management"","" Financial Analysis"","" Risk Management"","" Financial Management"","" Leadership and Management"","" Accounting"","" Financial Accounting"","" Management Accounting"","" Business Analysis"","" Decision Making"","" Market Analysis"","" Accounts Payable and Receivable"","" Cash Management"","" General Accounting"","" Securities Trading"","" Account Management"","" Operational Analysis"","" Banking"","" Correlation And Dependence"","" Probability & Statistics""}",4.6,1.8k,Intermediate , Specialization , 3 - 6 Months,False,"{"" finance"","" investment management"","" financial analysis"","" risk management"","" financial management"","" leadership and management"","" accounting"","" financial accounting"","" management accounting"","" business analysis"","" decision making"","" market analysis"","" accounts payable and receivable"","" cash management"","" general accounting"","" securities trading"","" account management"","" operational analysis"","" banking"","" correlation and dependence"","" probability & statistics""}",App Development
